,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Unit,Rate,Amount
1188,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,425.00",264599,"1,050lb Track Loader",1.00,Month(s),"$2,300.00","$2,300.00"
1189,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,425.00",264599,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
1190,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,425.00",264599,Fuel,15.00,Gallon(s),$11.00,$165.00
1191,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,082.51",268965,USS 2.2MP Operator ST,8.00,Hour(s),$125.63,"$1,005.04"
1192,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,082.51",268965,USS 2.2MP Operator OT,0.50,Hour(s),$154.94,$77.47
1193,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$41,429.00",264799,160 Ton RT,2.00,Week(s),"$10,000.00","$20,000.00"
1194,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$41,429.00",264799,Crew Labor - ST,64.00,Hour(s),$240.00,"$15,360.00"
1195,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$41,429.00",264799,Crew Labor - OT,4.00,Hour(s),$400.00,"$1,600.00"
1196,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$41,429.00",264799,Man Basket,10.00,Day(s),$250.00,"$2,500.00"
1197,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$41,429.00",264799,Fuel,179.00,Gallon(s),$11.00,"$1,969.00"
1198,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,110 Ton RT (d),8.50,Hour(s),$160.00,"$1,360.00"
1199,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,USS 110T-RT Labor ST,8.00,Hour(s),$129.81,"$1,038.48"
1200,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,USS 110T-RT Labor OT,0.50,Hour(s),$160.79,$80.40
1201,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
1202,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,USS Oiler OT,0.50,Hour(s),$151.63,$75.82
1203,0.987,"Stevenson Crane Service, Inc.","84"" Recycle","Gary,",IN,,"$3,706.10",285717,Fuel,15.00,Gallon(s),$11.00,$165.00
1204,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,617.51",280379,30 Ton RT (d),8.00,Hour(s),$60.00,$480.00
1205,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,617.51",280379,USS 30/35T-RT Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1206,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,617.51",280379,USS 30/35T-RT Labor,0.50,Hour(s),$154.94,$77.47
1207,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,617.51",280379,Fuel,5.00,Gallon(s),$11.00,$55.00
1208,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$1,272.00",287153,45' Articulating Boom Weekly Environmental Impact Delivery - Boom Lift Return - Boom Lift,1.00 1.00 1.00 1.00,Week(s) Each Each Each,"$1,000.00 $0.00 $0.00 $195.00","$1,000.00 $0.00 $0.00 $195.00"
1209,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$1,272.00",287153,Fuel,7.00,Gallon(s),$11.00,$77.00
1210,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,10.00,Hour(s),$160.00,"$1,600.00"
1211,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.00,Hour(s),$240.00,"$1,920.00"
1212,0.876,,,,,,"$26,012.00",266972,Crew Labor - OT,2.00,Hour(s),$400.00,$800.00
1213,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,8.00,Hour(s),$160.00,"$1,280.00"
1214,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.00,Hour(s),$310.00,"$2,480.00"
1215,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,10.50,Hour(s),$160.00,"$1,680.00"
1216,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.00,Hour(s),$310.00,"$2,480.00"
1217,0.876,,,,,,"$26,012.00",266972,Crew Labor - OT,2.50,Hour(s),$410.00,"$1,025.00"
1218,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,8.00,Hour(s),$160.00,"$1,280.00"
1219,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.00,Hour(s),$310.00,"$2,480.00"
1220,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,8.50,Hour(s),$160.00,"$1,360.00"
1221,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.50,Hour(s),$310.00,"$2,635.00"
1222,0.876,,,,,,"$26,012.00",266972,110 Ton Crawler Crane,8.00,Hour(s),$160.00,"$1,280.00"
1223,0.876,,,,,,"$26,012.00",266972,Crew Labor - ST,8.00,Hour(s),$310.00,"$2,480.00"
1224,0.876,,,,,,"$26,012.00",266972,Fuel,112.00,Gallon(s),$11.00,"$1,232.00"
1225,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$6,500.00",288539,MC20 Mini Picker (m),1.00,Month(s),"$6,500.00","$6,500.00"
1226,0.987,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$4,187.88",276030,70 Ton RT Daily,19.00,Hour(s),$70.00,"$1,330.00"
1227,0.987,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$4,187.88",276030,USS 65/70T-RT Operator,16.00,Hour(s),$127.02,"$2,032.32"
1228,0.987,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$4,187.88",276030,USS 65/70T-RT Operator Fuel,4.00 18.00,Hour(s) Gallon(s),$156.89 $11.00,$627.56 $198.00
1229,0.987,"Stevenson Crane Service, Inc.",1 BOP/Caster,"Gary,",IN,,"$5,228.99",289690,65 Ton RT (d),21.00,Hour(s),$70.00,"$1,470.00"
1230,0.987,"Stevenson Crane Service, Inc.",1 BOP/Caster,"Gary,",IN,,"$5,228.99",289690,USS 65/70T-RT Labor ST,8.00,Hour(s),$127.02,"$1,016.16"
1231,0.987,"Stevenson Crane Service, Inc.",1 BOP/Caster,"Gary,",IN,,"$5,228.99",289690,USS 65/70T-RT Labor,0.50,Hour(s),$156.89,$78.45
1232,0.987,"Stevenson Crane Service, Inc.",1 BOP/Caster,"Gary,",IN,,"$5,228.99",289690,USS 65/70T-RT Labor PT,12.50,Hour(s),$186.75,"$2,334.38"
1233,0.987,"Stevenson Crane Service, Inc.",1 BOP/Caster,"Gary,",IN,,"$5,228.99",289690,Fuel,22.00,Gallon(s),$15.00,$330.00
1234,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,115 Ton All Terrain,24.00,Hour(s),$565.00,"$13,560.00"
1235,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,115 Ton All Terrain,16.50,Hour(s),$765.00,"$12,622.50"
1236,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Crew Labor - OT/T1,2.00,Hour(s),$500.00,"$1,000.00"
1237,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Freight - Counterweight,1.00,Load(s),"$1,500.00","$1,500.00"
1238,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
1239,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Drop Off Crane,1.00,Each,"$3,500.00","$3,500.00"
1240,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Pick Up Crane,1.00,Each,"$3,500.00","$3,500.00"
1241,0.964,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$38,763.45",277219,Fuel Surcharge,,,6.00%,"$2,080.95"
1242,0.987,"Stevenson Crane Service, Inc.",Midwest 6300 US HWY 12,"Portage,",IN,,"$6,250.00",285179,20 Ton CD (m) tax,1.00,Month(s),"$6,250.00","$6,250.00"
1243,0.987,"Stevenson Crane Service, Inc.",Midwest 6300 US HWY 12,"Portage,",IN,,"$6,250.00",285179,Environmental Impact,1.00,Each,$0.00,$0.00
1244,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,10K 44' Telehandler,1.00,Week(s),"$1,525.00","$1,525.00"
1245,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Delivery - Telehandler & return,2.00,Each,$360.00,$720.00
1246,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Operator Labor - ST,16.00,Hour(s),$120.00,"$1,920.00"
1247,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Operator Labor - OT,5.00,Hour(s),$200.00,"$1,000.00"
1248,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,*Rigger - ST,64.00,Hour(s),$150.00,"$9,600.00"
1249,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,*Rigger - OT,10.50,Hour(s),$240.00,"$2,520.00"
1250,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Truck Driver - ST,8.00,Hour(s),$205.00,"$1,640.00"
1251,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Tool Truck,2.00,Day(s),$500.00,"$1,000.00"
1252,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,(2),,,,
1253,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Loading,3.00,Each,$350.00,"$1,050.00"
1254,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Delivery - Rigging,3.00,Load(s),"$1,000.00","$3,000.00"
1255,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Hyd Slide System,1.00,Week(s),"$12,000.00","$12,000.00"
1256,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - 150T Tall Jacks with pump/Day,2.00,Set(s),"$1,500.00","$3,000.00"
1257,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - 150T Short Jacks,2.00,Set(s),"$1,250.00","$2,500.00"
1258,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Steel Plate(s) Each/Day,3.00,Day(s),$260.00,$780.00
1259,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Wedges/Planks,3.00,Basket(s),$100.00,$300.00
1260,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Return - Rigging,3.00,Load(s),"$1,000.00","$3,000.00"
1261,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,RHH - Unloading,3.00,Each,$350.00,"$1,050.00"
1262,0.964,"Stevenson Crane Service, Inc.",US Steel - Electrical Distribution,"Gary,",IN,,"$47,028.50",266440,Fuel,38.50,Gallon(s),$11.00,$423.50
1263,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",274244,"11,000 lbs Forktruck 4x4",1.00,Month(s),"$2,800.00","$2,800.00"
1264,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",274244,Environmental Impact,1.00,Each,$0.00,$0.00
1265,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",277536,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1266,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",277536,Environmental Impact,1.00,Each,$0.00,$0.00
1267,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",277536,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1268,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",277536,Return - Boom Lift,1.00,Each,$0.00,$0.00
1269,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",277536,Fuel,5.00,Gallon(s),$11.00,$55.00
1270,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$6,719.00",276243,110 Ton CC Daily,16.00,Hour(s),$160.00,"$2,560.00"
1271,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$6,719.00",276243,Crew Labor - ST,16.00,Hour(s),$240.00,"$3,840.00"
1272,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$6,719.00",276243,Fuel,29.00,Gallon(s),$11.00,$319.00
1273,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,160 Ton RT Daily,8.00,Hour(s),$280.00,"$2,240.00"
1274,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Crew Labor - ST/T1,8.00,Hour(s),$258.44,"$2,067.52"
1275,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Crew Labor - OT/T1,1.00,Hour(s),$319.15,$319.15
1276,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Delivery - RT Crane,3.00,Each,"$1,500.00","$4,500.00"
1277,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Return - RT Crane,3.00,Each,"$1,500.00","$4,500.00"
1278,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
1279,0.964,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$12,067.52",271249,Discount,-1.00,Discount,"$2,559.15","($2,559.15)"
1280,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257437,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1281,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257437,Environmental Impact,1.00,Each,$0.00,$0.00
1282,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257437,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1283,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257437,Return - Boom Lift,1.00,Each,$0.00,$0.00
1284,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257437,Fuel,5.00,Gallon(s),$11.00,$55.00
1285,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,9 Ton CD Daily,1.00,Day(s),$950.00,$950.00
1286,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,Operator Labor - ST,8.00,Hour(s),$155.00,"$1,240.00"
1287,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,Operator Labor - OT,0.50,Hour(s),$205.00,$102.50
1288,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,Delivery - Carrydeck,1.00,Each,$500.00,$500.00
1289,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,Return - Carrydeck,1.00,Each,$500.00,$500.00
1290,0.987,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$3,402.50",290521,Fuel,10.00,Gallon(s),$11.00,$110.00
1291,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$20,850.00",268970,Overage Hours,1.00,Hour(s),$0.00,$0.00
1292,0.987,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$20,850.00",268970,*Excavator,1.00,Month(s),"$20,850.00","$20,850.00"
1293,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",270069,"11,000 lbs Forktruck 4x4",1.00,Month(s),"$2,800.00","$2,800.00"
1294,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",270069,Environmental Impact,1.00,Each,$0.00,$0.00
1295,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,063.00",257809,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
1296,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,063.00",257809,Environmental Impact,1.00,Each,$0.00,$0.00
1297,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,063.00",257809,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
1298,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,063.00",257809,Return - Boom Lift,1.00,Each,$0.00,$0.00
1299,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,063.00",257809,Fuel,8.00,Gallon(s),$11.00,$88.00
1300,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",274865,Misc. Equipment - Bare,1.00,Month(s),$950.00,$950.00
1301,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",274865,Misc. Equipment - Bare,1.00,Month(s),"$1,200.00","$1,200.00"
1302,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",274865,Shuttle Van,1.00,Month(s),$850.00,$850.00
1303,0.997,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,843.00",263249,65 Ton RT,8.50,Hour(s),$70.00,$595.00
1304,0.997,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,843.00",263249,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
1305,0.997,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,843.00",263249,Operator Labor - OT,1.00,Hour(s),$200.00,$200.00
1306,0.997,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$1,843.00",263249,Fuel,8.00,Gallon(s),$11.00,$88.00
1307,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,65 Ton RT (d),8.00,Hour(s),$70.00,$560.00
1308,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,USS 65/70T-RT Labor ST,8.00,Hour(s),$127.02,"$1,016.16"
1309,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,USS 65/70T-RT Labor,0.50,Hour(s),$156.89,$78.45
1310,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,Delivery - RT Crane IND,2.00,Each,"$1,500.00","$3,000.00"
1311,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
1312,0.458,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,"Gary,",IN,,"$5,753.61",279786,Fuel,9.00,Gallon(s),$11.00,$99.00
1313,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,50-55 Ton RT Daily,13.00,Hour(s),$70.00,$910.00
1314,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,Operator Labor - ST,8.00,Hour(s),$155.00,"$1,240.00"
1315,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,Discount - Curt S.,-8.00,Each,$30.00,($240.00)
1316,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,Operator Labor - OT,5.00,Hour(s),$205.00,"$1,025.00"
1317,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,Discount - Curt S.,-5.00,Each,$50.00,($250.00)
1318,0.987,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$2,817.00",272972,Fuel,12.00,Gallon(s),$11.00,$132.00
1319,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,342.03",287511,15 Ton CD (d),16.50,Hour(s),$50.00,$825.00
1320,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,342.03",287511,USS 15T-CD Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
1321,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,342.03",287511,USS 15T-CD Labor OT,9.00,Hour(s),$154.94,"$1,394.46"
1322,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,342.03",287511,Fuel,15.00,Gallon(s),$11.00,$165.00
1323,0.964,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$3,342.03",287511,Discount,-1.00,Discount,$47.47,($47.47)
1324,0.997,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,465.00",259357,30 Ton Rough Terrain,12.00,Hour(s),$60.00,$720.00
1325,0.997,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,465.00",259357,Operator Labor - PT,12.00,Hour(s),$215.00,"$2,580.00"
1326,0.997,"Stevenson Crane Service, Inc.","US Steel 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,465.00",259357,Fuel,15.00,Gallon(s),$11.00,$165.00
1327,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,85 Ton RT - ST,46.50,Hour(s),$135.00,"$6,277.50"
1328,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,USS 75/80T-RT Labor ST,40.00,Hour(s),$129.11,"$5,164.40"
1329,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,USS 75/80T-RT Labor,9.00,Hour(s),$159.81,"$1,438.29"
1330,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,Man Basket,5.00,Day(s),$250.00,"$1,250.00"
1331,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,Delivery - Man Basket,2.00,Each,$270.00,$540.00
1332,0.987,"Stevenson Crane Service, Inc.",US Steel - Sinter Plant,Gary,IN,,"$15,407.19",281540,Fuel,67.00,Gallon(s),$11.00,$737.00
1333,0.987,"Stevenson Crane Service, Inc.",US Steel Midwest 12,"Portage, IN 46368",,,"($7,500.00)",284766,30 Ton RT (m) tax,-1.00,Month(s),"$7,500.00","($7,500.00)"
1334,0.987,"Stevenson Crane Service, Inc.",US Steel Midwest 12,"Portage, IN 46368",,,"($7,500.00)",284766,Delivery - RT Crane,-1.00,Each,$0.00,$0.00
1335,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",259625,Overage Hours,1.00,Hour(s),$0.00,$0.00
1336,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$6,500.00",259625,2.2 Ton Mini Picker,1.00,Month(s),"$6,500.00","$6,500.00"
1337,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,620.00",260942,110 Ton RT,10.50,Hour(s),$160.00,"$1,680.00"
1338,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,620.00",260942,Crew Labor - ST,8.00,Hour(s),$240.00,"$1,920.00"
1339,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,620.00",260942,Crew Labor - OT,2.00,Hour(s),$400.00,$800.00
1340,0.997,"Stevenson Crane Service, Inc.",US Steel - Environmental,"Gary,",IN,,"$4,620.00",260942,Fuel,20.00,Gallon(s),$11.00,$220.00
1341,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,708.98",268762,15 Ton CD Daily,9.00,Hour(s),$50.00,$450.00
