,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Daily,Weekly,Monthly,Hours In,Hours Out,Amount,Usage in Hours,Hourly
349,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"3,815.00",213953172-009,FORKLIFT FORK POSITION CARRIAGE,1,78,100,330,,,330,,
350,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,248.23",225256778-001,"PUMP 6"" DBA-SILENCER VAC ASSIST - DIESEL",1,708.3,"1,416.65","4,248.23",. 00,1858,"4,248.23",,708.3
351,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"1,362.00",219266182-001,GENERATOR 3.0-3.4 KW,1,236,263,790,,,526,,
352,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"1,362.00",219266182-001,GENERATOR 3.0-3.4 KW,1,236,263,790,,,526,,
353,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,890.00",206030745-016,BOOM 40-50' ARTICULATING,1,395,890,"1,890.00",. 00,2169,"1,890.00",,
354,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214304475-006,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,850,470,,
355,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,774.00",228372555-005,FORKLIFT VARIABLE REACH 5000# 16-20',1,374,843,"1,774.00",. 00,1187.65,"1,774.00",,
356,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265584-009,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,745,470,,
357,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",CENTRAL SHOPS,MOUNTAIN IRON,MN,55768-3013,"3,250.00",211096236-005,GENERATOR 125-149 KVA TIER 4,1,945,"1,182.00","3,250.00",. 00,1179.8,"3,250.00",,
358,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-040,"GLO/OFFICE CONTAINER 8X20X8'6""",1,,,395,,,395,,
359,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-040,"CONTAINER 8X20X8'6""",1,,,125,,,125,,
360,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214265413-002,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,1761.06,"1,507.00",,
361,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,985.00",228814545-003,BOOM 40-50' ARTICULATING,1,415,935,"1,985.00",. 00,2438,"1,985.00",,
362,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-029,"GLO/OFFICE CONTAINER 8X20X8'6""",1,,,395,,,395,,
363,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-029,"CONTAINER 8X20X8'6""",1,,,125,,,125,,
364,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS,GARY,IN,46402-3101,"2,627.83",210057423-015,SKID STEER TRACK LOADER 2000-2399#,1,529,"1,245.00","2,570.00",. 00,1197.4,"2,570.00",,
365,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,200.00",218670537-004,SWEEPER ADVANCE WALKBEHIND,1,200,550,"1,200.00",10,1,"1,200.00",,200
366,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-002,FORKLIFT VARIABLE REACH 12000# 53'-69',1,601,"1,693.00","3,660.00",. 00,1512.1,"3,660.00",,
367,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-002,FORKLIFT FORK POSITION CARRIAGE,1,82,105,347,,,347,,
368,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,583.00",228073986-002,FORKLIFT WHSE 6000# GAS/LP,1,301,781,"1,583.00",. 00,1100.64,"1,583.00",,
369,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"5,400.00",222649676-004,COMPRESSOR 1600-1800 CFM TIER 4,1,500,"1,700.00","5,400.00",. 00,1723,"5,400.00",,
370,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,689.00",214370586-003,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,1057,"1,689.00",,
371,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",,GRANITE CITY,IL,62040,605,790032319-028,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
372,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-002,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
373,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-002,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
374,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-002,HOSE 3X20 TANK TRUCK CAMLOCK,2,19.72 19.72,39.46,118.53,,,237.06,,
375,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,"4"" QC TEE",5,14,28,84,,,420,,
376,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,HOSE 4X20 RUBBER SUCTION CAMLOCK,25,50,100,300,,,"7,500.00",,
377,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,"6"" TMSN HYDRAULIC PUMP HEAD 60HST",1,250,500,"1,500.00",,,"1,500.00",,
378,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,74HP TMSN 32HPU HYDRAULIC POWER UNIT,1,450,900,"2,700.00",. 00,1,"2,700.00",,
379,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,1 X 50 HYD HOSE,2,55,110,330,,,660,,
380,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-010,1-1/4 50 HYDRAULIC HOSE,2,65,130,390,,,780,,
381,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,583.00",228073836-005,FORKLIFT WHSE 6000# GAS/LP,1,301,781,"1,583.00",. 00,1100.46,"1,583.00",,
382,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS CORPORATION,GARY,IN,46402-3101,"2,130.89",950351972-146,FORKLIFT ROUGH TERRAIN 8000# 15-22' 4WD,1,388,892,"2,084.00",. 00,2645.7,"2,084.00",,
383,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"4,984.00",210566551-004,CRANE 8.5-9 TON INDUSTRIAL,1,"1,131.00","2,063.00","4,984.00",. 00,1878,"4,984.00",,
384,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,890.00",206030745-011,BOOM 40-50' ARTICULATING,1,395,890,"1,890.00",. 00,2169,"1,890.00",,
385,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,65HP HYDRAULIC POWER UNIT,1,450,900,"2,700.00",4887.4,4881. 00,"2,446.88",,
386,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,"6"" HYDRAULIC PUMP HEAD CAST IRON",1,200,400,"1,200.00",,,"1,087.50",,
387,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,1 X 50 HYD HOSE,2,56,112,336,,,609,,
388,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,"6"" QC 90 BEND",4,21,42,126,,,456.75,,
389,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,HOSE 6X10 RUBBER SUCTION QC,12,35,70,210,,,"2,283.75",,
390,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,HOSE 6X50 RUBBER DISCHARGE - QC,8,70,140,420,,,"3,045.00",,
391,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",32A-255-G NO 14 BLAST FURNACE,GARY,IN,46402-1060,"11,781.38",225154567-001,1-1/4 50 HYDRAULIC HOSE,2,60,120,360,,,652.5,,
392,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",,GRANITE CITY,IL,62040,605,790032319-029,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
393,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265584-003,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,745,470,,
394,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768,578,223046261-002,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,87,205,578,. 00,13.4,578,,
395,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",USS GARY,GARY,IN,46402-3101,580,228934348-001,"GRINDER ANGLE 6"" ELECTRIC",1,,,,,,380,,
396,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",USS GARY,GARY,IN,46402-3101,580,228934348-001,"CHISEL 12"" OVAL COLLARED",1,,,,,,50,,
397,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",USS GARY,GARY,IN,46402-3101,580,228934348-001,AIR ARC GOUGER,1,,,,,,150,,
398,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"4,984.00",215883715-002,CRANE 8.5-9 TON INDUSTRIAL,1,"1,131.00","2,063.00","4,984.00",. 00,1900,"4,984.00",,
399,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-005,SKID STEER TRACK LOADER 2400-2799#,1,505,"1,244.00","3,146.00",. 00,2116.6,"3,146.00",,
400,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-005,SKID STEER BRUSH MOWER ATTACHMENT,1,179,594,"1,277.00",,,"1,277.00",,
401,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-005,"SKID STEER BUCKET 72"" SMOOTH",1,,,,,,,,
402,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-029,STANDBY RENTAL 800KW GENERATOR,1,2040,3920,11760,,,,,
403,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,689.00",214370586-005,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,1057,"1,689.00",,
404,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-007,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
405,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-007,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
406,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-007,HOSE 3X20 TANK TRUCK CAMLOCK,2,19.72 19.72,39.46,118.53,,,237.06,,
407,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PLANT BULL GANG,MOUNTAIN IRON,MN,55768-3013,"2,130.00",212493468-005,BOOM 30-39' ARTICULATING IC 4WD,1,513,"1,049.00","2,130.00",. 00,1368.7,"2,130.00",,
408,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL-FAIRFIELD WORKS,FAIRFIELD,AL,35064-1368,215.42,190103876-041,BOX 25 YD VACUUM ROLL OFF,1,241.34 34.47,241.34,965.41,,,206.82,,
409,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,857.00",214266122-003,SKID STEER MINI 301-600# TRACKED,1,270,766,"1,857.00",. 00,478.71,"1,857.00",,
410,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-041,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
411,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-041,OFFICE TRAILER STEPS,2,,,45,,,90,,
412,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-041,MISCELLANEOUS BULK INVENTORY EQUIPMENT,1,,,950,,,950,,
413,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-108,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
414,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PLANT BULL GANG,MOUNTAIN IRON,MN,55768-3013,890,203334558-017,COMPRESSOR 175-195 CFM TIER 4,1,147,370,890,. 00,618,890,,
415,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",,GRANITE CITY,IL,62040,605,790032319-033,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
416,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214602284-009,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,300,470,,
417,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,689.00",214370586-006,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,1057,"1,689.00",,
418,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,583.00",228073986-005,FORKLIFT WHSE 6000# GAS/LP,1,301,781,"1,583.00",. 00,1100.64,"1,583.00",,
419,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,"PUMP 6"" VAC ASSIST DIESEL",1,420,840,"2,520.00",. 00,6.6,"2,520.00",,
420,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,HOSE 6X20 RUBBER SUCTION QC,1,65,130,390,,,390,,
421,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,"6"" QC 90 BEND",1,17,34,102,,,102,,
422,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,STRAINERS (ALL SIZES),1,5,10,30,,,30,,
423,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,MISC FITTINGS,2,25,50,150,,,300,,
424,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-008,HOSE 6X20 RUBBER SUCTION QC,2,35.00 35.00,70,210,,,420,,
425,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-024,STANDBY RENTAL 800KW GENERATOR,1,2040,3920,11760,,,,,
426,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,350,228283481-001,INDUSTRIAL ELECTRIC CART 4 WHEELED,1,71,175,470,416.2,409.1,350,,
427,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL-FAIRFIELD WORKS,FAIRFIELD,AL,35064-1218,"1,020.27",190103876-031,BOX 25 YD VACUUM ROLL OFF,1,241.34 34.47,241.34,965.41,,,965.41,,
428,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"2,133.00",216226052-005,BOOM 30-33' ARTICULATING DC,1,594,"1,214.00","2,133.00",97,87,"2,133.00",,
429,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,"PUMP 6"" VAC ASSIST DIESEL",1,420,840,"2,520.00",. 00,6.6,"2,520.00",,
430,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,HOSE 6X20 RUBBER SUCTION QC,1,65,130,390,,,390,,
431,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,"6"" QC 90 BEND",1,17,34,102,,,102,,
432,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,STRAINERS (ALL SIZES),1,5,10,30,,,30,,
433,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,MISC FITTINGS,2,25,50,150,,,300,,
434,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-015,HOSE 6X20 RUBBER SUCTION QC,2,35.00 35.00,70,210,,,420,,
435,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,791,214551178-007,SWEEPER WALKBEHIND,1,199,453,791,. 00,285,791,,
436,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,248.23",229416714-005,"PUMP 6"" DBA-SILENCER VAC ASSIST - DIESEL",1,708.3,"1,416.65","4,248.23",. 00,4835.9,"4,248.23",,708.3
437,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"2,055.00",222039180-002,SKID STEER MINI 301-600# TRACKED,1,280,780,"2,055.00",. 00,217.6,"2,055.00",,
438,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 CAMP RD,WEST MIFFLIN,PA,15122,"2,000.00",211446107-006,FORKLIFT WHSE 8000# GAS/LP,1,300,700,"2,000.00",. 00,2,"2,000.00",,
439,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"2,055.00",222039180-003,SKID STEER MINI 301-600# TRACKED,1,280,780,"2,055.00",269.1,217.6,"2,055.00",,
440,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,573,228302995-001,INDUSTRIAL ELECTRIC CART 4 WHEELED,1,261,448,573,. 00,230,573,,
441,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265736-007,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,1725,470,,
442,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-113,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
443,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"4,200.00",203333992-012,BOOM 76-85' ARTICULATING,1,900,"1,900.00","4,200.00",. 00,789.2,"4,200.00",,
444,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PLANT BULL GANG,MOUNTAIN IRON,MN,55768-3013,890,203334558-012,COMPRESSOR 175-195 CFM TIER 4,1,147,370,890,. 00,618,890,,
445,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"2,800.00",216707349-014,"4"" TMSN HYDRAULIC PUMP HEAD 40HST",1,250,500,"1,500.00",,,"1,000.00",,
446,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"2,800.00",216707349-014,74HP TMSN 32HPU HYDRAULIC POWER UNIT,1,450,900,"2,700.00",542.5,1,"1,800.00",,
447,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214958472-010,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,2,470,,
448,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS CLAIRTON WORKS,CLAIRTON,PA,15025-1855,"3,788.00",231228747-001,BOOM 30-33' ARTICULATING DC,1,306,994,"2,177.00",601,599,"2,177.00",,306
449,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS CLAIRTON WORKS,CLAIRTON,PA,15025-1855,"3,788.00",231228747-001,"SCISSOR LIFT 24-26' ELECTRIC 68""",1,205,404,"1,049.00",90.7,110.5,"1,049.00",,205
450,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-005,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
451,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-005,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
452,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-039,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
453,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-039,OFFICE TRAILER STEPS,2,,,45,,,90,,
454,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-039,MISCELLANEOUS BULK INVENTORY EQUIPMENT,1,,,950,,,950,,
455,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,479.80",215270961-002,FORKLIFT WHSE 6000# GAS/LP,1,280,728,"1,477.00",876.4,667.6,"1,456.00",,
456,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-KEETAC- OUTAGE,KEEWATIN,MN,55753,469,225904068-004,SCISSOR LIFT 19' ELECTRIC,1,120,280,469,. 00,96.4,469,,
457,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS CLAIRTON WORKS MAIN PIPE,CLAIRTON,PA,15025-1855,"2,610.00",209432615-006,BOOM 40-50' ARTICULATING,1,560,"1,138.00","2,610.00",. 00,1642.7,"2,610.00",,560
458,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS - GRANITE CITY,GRANITE CITY,IL,62040,"2,060.00",216332284-008,FORKLIFT ROUGH TERRAIN 6000# 21-29',1,375,900,"1,925.00",5328.1,5116.8,"1,925.00",,
459,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS CORPORATION,GARY,IN,46402-3101,133.5,950351972-154,FORKLIFT ROUGH TERRAIN 8000# 15-22' 4WD,1,388,892,"2,084.00",5104,2645.7,N/C,,
460,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 RD,WEST MIFFLIN,PA,15122,911.04,194796296-025,FORKLIFT WHSE 3000# GAS/LP,1,128,319,911.04,. 00,232.6,911.04,,
461,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"4,160.88",217162131-001,"PUMP 4"" VAC ASSIST - DIESEL",1,393.36 393.36,785.16,"2,353.98",. 00,136.4,"2,353.98",,
462,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"4,160.88",217162131-001,HOSE 4X20 RUBBER SUCTION - QC,2,36.22 36.22,72.49,216.32,,,432.64,,
463,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"4,160.88",217162131-001,HOSE 4X50 RUBBER DISCHARGE - QC,2,56.14 56.14,112.33,337.13,,,674.26,,
464,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"4,200.00",203333992-019,BOOM 76-85' ARTICULATING,1,900,"1,900.00","4,200.00",. 00,1773.2,"4,200.00",,
465,0.964,"UNITED RENTALS (NORTH AMERICA), INC.","Bordone, Kathleen E USSTEEL MINNTAC",MOUNTAIN IRON,MN,55768-3013,"6,048.62",219047809-001,AIR CONDITION 25-30 TON WITH HEAT 480V,1,"1,485.15","1,856.90","5,107.00",. 00,1,"5,107.00",,
466,0.964,"UNITED RENTALS (NORTH AMERICA), INC.","Bordone, Kathleen E USSTEEL MINNTAC",MOUNTAIN IRON,MN,55768-3013,"6,048.62",219047809-001,,5,,,,,,,,
467,0.964,"UNITED RENTALS (NORTH AMERICA), INC.","Bordone, Kathleen E USSTEEL MINNTAC",MOUNTAIN IRON,MN,55768-3013,"6,048.62",219047809-001,,8,,,,,,,,
468,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-006,"PUMP 6"" VAC ASSIST DIESEL",1,420,840,"2,520.00",. 00,6.6,"2,520.00",,
