,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Daily,Weekly,Monthly,Hours In,Hours Out,Amount,Usage in Hours,Hourly
1205,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,,20,,,,,,,,
1206,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,,30,,,,,,,,
1207,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,CABLE 4/0 AWG 400 AMP 50' CAM,20,,,,,,,,
1208,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,GENERATOR 125-149 KVA,1,920,"1,150.00","3,162.00",. 00,31906,"3,162.00",,
1209,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,GENERATOR 3.0-3.4 KW,1,236,263,790,,,790,,
1210,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",OUTAGE GENERATORS,KEEWATIN,MN,55753,"52,937.00",218690430-004,GENERATOR 600-699 KVA,1,"2,541.76","3,177.20","8,736.00",. 00,12757,"8,736.00",,
1211,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214602284-002,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,300,470,,
1212,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,536,228283375-004,VERTICAL LIFT 15' ELEC SELF PROPELLED,1,149,295,536,. 00,680,536,,
1213,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"4,200.00",203333992-014,BOOM 76-85' ARTICULATING,1,900,"1,900.00","4,200.00",. 00,789.2,"4,200.00",,
1214,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-001,FORKLIFT VARIABLE REACH 12000# 53'-69',1,601,"1,693.00","3,660.00",. 00,1512.1,"3,660.00",,
1215,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-001,FORKLIFT FORK POSITION CARRIAGE,1,82,105,347,,,347,,
1216,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,791,214551178-008,SWEEPER WALKBEHIND,1,199,453,791,. 00,285,791,,
1217,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,200.00",218670537-003,SWEEPER ADVANCE WALKBEHIND,1,200,550,"1,200.00",. 00,1,"1,200.00",,200
1218,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",CENTRAL SHOPS,MOUNTAIN IRON,MN,55768-3013,"1,541.00",212073536-004,HEATER 500K BTU DUCTED DIESEL,1,118,444,"1,293.00",,,"1,293.00",,
1219,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",CENTRAL SHOPS,MOUNTAIN IRON,MN,55768-3013,"1,541.00",212073536-004,"HEAT DUCT 12"" X 25' HIGH TEMP",2,12.00 12.00,42,124,,,248,,
1220,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,689.00",214370586-011,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,1057,"1,689.00",,
1221,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,"PUMP 6"" VAC ASSIST DIESEL",1,420,840,"2,520.00",. 00,6.6,"2,520.00",,
1222,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,HOSE 6X20 RUBBER SUCTION QC,1,65,130,390,,,390,,
1223,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,"6"" QC 90 BEND",1,17,34,102,,,102,,
1224,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,STRAINERS (ALL SIZES),1,5,10,30,,,30,,
1225,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,MISC FITTINGS,2,25,50,150,,,300,,
1226,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-007,HOSE 6X20 RUBBER SUCTION QC,2,35.00 35.00,70,210,,,420,,
1227,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 RD,WEST MIFFLIN,PA,15122,911.04,194796296-029,FORKLIFT WHSE 3000# GAS/LP,1,128,319,911.04,. 00,232.6,911.04,,
1228,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 RD,WEST MIFFLIN,PA,15122,911.04,194796296-032,FORKLIFT WHSE 3000# GAS/LP,1,128,319,911.04,. 00,232.6,911.04,,
1229,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,"4"" QC TEE",5,14,28,84,,,420,,
1230,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,HOSE 4X20 RUBBER SUCTION CAMLOCK,25,50,100,300,,,"7,500.00",,
1231,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,"6"" TMSN HYDRAULIC PUMP HEAD 60HST",1,250,500,"1,500.00",,,"1,500.00",,
1232,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,74HP TMSN 32HPU HYDRAULIC POWER UNIT,1,450,900,"2,700.00",. 00,1,"2,700.00",,
1233,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,1 X 50 HYD HOSE,2,55,110,330,,,660,,
1234,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-008,1-1/4 X 50 HYDRAULIC HOSE,2,65,130,390,,,780,,
1235,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-008,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
1236,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-008,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
1237,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-008,HOSE 3X20 TANK TRUCK CAMLOCK,2,19.72 19.72,39.46,118.53,,,237.06,,
1238,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-112,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
1239,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-009,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
1240,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-009,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
1241,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-033,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
1242,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-033,OFFICE TRAILER STEPS,2,,,45,,,90,,
1243,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214027488-002,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,500,"1,507.00",,
1244,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS CORPORATION,GARY,IN,46402-3101,"2,130.89",950351972-148,FORKLIFT ROUGH TERRAIN 8000# 15-22' 4WD,1,388,892,"2,084.00",. 00,2645.7,"2,084.00",,
1245,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"5,029.50",221106052-002,COMPRESSOR 750-795 CFM 150 PSI T4,1,691.50 461.00,"1,561.50 1,041.00","4,591.50 3,061.00",,,"4,591.50",,
1246,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"5,029.50",221106052-002,"AIR HOSE 2"" X 25'",2,34,77,219,. 00,4386,438,,
1247,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,"BOLT, HEX HD 1/2-13N",4,3.95,,,,,15.8,,
1248,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,"CYL, REAR STEER IC-8",1,1283.1,,,,,"1,283.10",,
1249,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,TIE ROD ASSY,2,552.17,,,,,"1,104.34",,
1250,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,"PIN, PIVOT 105MMX25M",1,60.92,,EACH,,,60.92,,
1251,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,"BAR, STEER LINK",2,319.8,,,,,639.6,,
1252,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,BOLT M10X1.5 X25MM G,4,3.33,,,,,13.32,,
1253,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,WASHER LOCK M10,4,2.1,,,,,8.4,,
1254,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,NUT HEX JAM 1-12NF G,2,11.5,,,,,23,,
1255,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,CONNECTOR 6400-6-8-,2,5.73,,,,,11.46,,
1256,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,SHOP SUPPLIES,1,72.54,,,,,72.54,,
1257,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,TRAVEL,,155,,,1.5,,232.5,,
1258,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,LABOR-DIAGNOSTIC TIME,,01/16/23 155.00,,,50,.,77.5,,
1259,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,LABOR-LOCATING EQUIPMENT,,01/16/23 155.00,,,,.,77.5,,
1260,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,TRAVEL,,03/01/23 155.00,,,1.5,,232.5,,
1261,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,LABOR-REPAIR,,03/01/23 155.00,,,3.1,,480.5,,
1262,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,TRAVEL,,03/01/23 155.00,,,1.5,,232.5,,
1263,0.801,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"5,045.98",215019050-001,LABOR-REPAIR,,03/01/23 155.00,,,3.1,,480.5,,
1264,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214304475-005,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,850,470,,
1265,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,545,215239896-004,INDUSTRIAL ELECTRIC CART 4 WHEELED,1,426,248,545,. 00,2,545,,
1266,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265736-008,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,1725,470,,
1267,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,042.00",214326870-004,FORKLIFT WHSE 20000-22499# PNEUMATIC,1,596,"1,908.00","4,042.00",. 00,2807,"4,042.00",,
1268,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"8,446.80",228334661-001,BOOM 135' TELESCOPIC WITH JIB 4WD,1,"1,530.00","3,655.00","7,800.00",1604.6,1592.1,"7,800.00",,
1269,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,390.58",216710343-011,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,78.35 78.35,548.79,"2,195.29",,,"2,195.29",,
1270,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,390.58",216710343-011,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,78.35 78.35,548.79,"2,195.29",,,"2,195.29",,
1271,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL MIDWEST (PORTAGE),PORTAGE,IN,46368,"1,453.01",176155418-044,TANK 6500 GAL TD POLY W/LINER,1,27.5,192.5,770,,,770,,
1272,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL MIDWEST (PORTAGE),PORTAGE,IN,46368,"1,453.01",176155418-044,BERM 7500 GAL EZ SET FENCE,1,24.39,170.75,683.01,,,683.01,,
1273,0.876,"UNITED RENTALS (NORTH AMERICA), INC.",USS-KEETAC- OUTAGE,KEEWATIN,MN,55753,"1,940.00",225378402-007,"LIGHT TOWER, 4-7KW VERT MAST",1,250.00 125.00,450.00 225.00,970.00 485.00,. 00,5111.8,970,,
1274,0.876,"UNITED RENTALS (NORTH AMERICA), INC.",USS-KEETAC- OUTAGE,KEEWATIN,MN,55753,"1,940.00",225378402-007,"LIGHT TOWER, 4-7KW VERT MAST",1,250.00 125.00,450.00 225.00,970.00 485.00,. 00,4269,970,,
1275,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-030,"GLO/OFFICE CONTAINER 8X20X8'6""",1,,,395,,,395,,
1276,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-030,"CONTAINER 8X20X8'6""",1,,,125,,,125,,
1277,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,"PUMP 6"" VAC ASSIST DIESEL",1,420,840,"2,520.00",. 00,6.6,"2,520.00",,
1278,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,HOSE 6X20 RUBBER SUCTION QC,1,65,130,390,,,390,,
1279,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,"6"" QC 90 BEND",1,17,34,102,,,102,,
1280,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,STRAINERS (ALL SIZES),1,5,10,30,,,30,,
1281,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,MISC FITTINGS,2,25,50,150,,,300,,
1282,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",RECYCLE TRUCK,GARY,IN,46402-3101,"3,762.00",218428223-003,HOSE 6X20 RUBBER SUCTION QC,2,35.00 35.00,70,210,,,420,,
1283,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214958472-005,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,2,470,,
1284,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-103,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
1285,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-040,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
1286,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-040,OFFICE TRAILER STEPS,2,,,45,,,90,,
1287,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"2,855.00",197892331-040,MISCELLANEOUS BULK INVENTORY EQUIPMENT,1,,,950,,,950,,
1288,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-023,STANDBY RENTAL 800KW GENERATOR,1,2040,3920,11760,,,,,
1289,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,"PUMP 4"" VAC ASSIST DIESEL",1,437.56 437.56,873.4,"2,618.55",11931,11884.6,"1,310.96",,
1290,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,HOSE 6X20 RUBBER SUCTION QC,4,81.66 81.66,161.26,481.75,,,971.68,,
1291,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,HOSE 6X50 RUBBER DISCHARGE QC,4,97.44 97.44,194.96,580.68,,,"1,169.60",,
1292,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,"6"" QC STRAINER",2,1.59 1.59,3.21,9.71,,,9.6,,
1293,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,ENVIRONMENTAL SERVICE CHARGE,1,,,,,,26.21,,
1294,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,DELIVERY CHARGE,1,,,,,,900,,
1295,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",GRAYCOR JOBSITE,PORTAGE,IN,46368,5095.21,228083912-001,PICKUP CHARGE,1,,,,,,400,,
1296,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",CENTRAL SHOPS,MOUNTAIN IRON,MN,55768-3013,"1,534.00",227357626-003,BOOM 60-64' TELESCOPIC,1,747,"1,534.00","3,101.00",2170.3,2141.4,"1,534.00",,
1297,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768,"1,704.00",223046261-001,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,87,205,578,. 00,13.4,578,,
1298,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214026550-003,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,861.91,"1,507.00",,
1299,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,831,228530875-003,SWEEPER WALKBEHIND,1,209,476,831,. 00,310,831,,
1300,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,042.00",214326870-003,FORKLIFT WHSE 20000-22499# PNEUMATIC,1,596,"1,908.00","4,042.00",. 00,2807,"4,042.00",,
1301,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 RD,WEST MIFFLIN,PA,15122,"2,000.00",211446107-003,FORKLIFT WHSE 8000# GAS/LP,1,300,700,"2,000.00",. 00,2,"2,000.00",,
1302,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,525,219938490-003,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,79,186,525,. 00,1623.7,525,,
1303,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214304475-010,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,850,470,,
1304,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214304475-009,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,850,470,,
1305,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",CENTRAL SHOPS,MOUNTAIN IRON,MN,55768-3013,"3,101.00",227357626-002,BOOM 60-64' TELESCOPIC,1,747,"1,534.00","3,101.00",. 00,2141.4,"3,101.00",,
1306,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-030,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
1307,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-030,OFFICE TRAILER STEPS,2,,,45,,,90,,
1308,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-005,FORKLIFT VARIABLE REACH 12000# 53'-69',1,601,"1,693.00","3,660.00",. 00,1512.1,"3,660.00",,
1309,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"4,007.00",227984136-005,FORKLIFT FORK POSITION CARRIAGE,1,82,105,347,,,347,,
1310,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS,GARY,IN,46402-3101,"2,627.83",210057423-013,SKID STEER TRACK LOADER 2000-2399#,1,529,"1,245.00","2,570.00",. 00,1197.4,"2,570.00",,
1311,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,545,215239896-010,INDUSTRIAL ELECTRIC CART 4 WHEELED,1,426,248,545,. 00,2,545,,
1312,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,536,228283375-002,VERTICAL LIFT 15' ELEC SELF PROPELLED,1,149,295,536,. 00,680,536,,
1313,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-003,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
1314,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,392.00",218880106-003,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,79,549,"2,196.00",,,"2,196.00",,
1315,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",KEETAC FAB SHOP,KEEWATIN,MN,55753,"1,689.00",214307947-001,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,850,"1,689.00",,
1316,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",KEETAC FAB SHOP,KEEWATIN,MN,55753,"1,774.00",228303276-004,FORKLIFT VARIABLE REACH 5000# 16-20',1,374,843,"1,774.00",. 00,1192.5,"1,774.00",,
1317,0.992,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,276.00",214264980-006,FORKLIFT WHSE 3000# GAS/LP,1,178,391,"1,276.00",. 00,1220,"1,276.00",,
1318,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,042.00",214326870-012,FORKLIFT WHSE 20000-22499# PNEUMATIC,1,596,"1,908.00","4,042.00",. 00,2807,"4,042.00",,
1319,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"1,774.00",228372555-002,FORKLIFT VARIABLE REACH 5000# 16-20',1,374,843,"1,774.00",. 00,1187.65,"1,774.00",,
1320,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,578,225035206-007,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,87,205,578,. 00,1,578,,
1321,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",USS IRVIN DOOR 7 RD,WEST MIFFLIN,PA,15122,"2,000.00",211446107-012,FORKLIFT WHSE 8000# GAS/LP,1,300,700,"2,000.00",. 00,2,"2,000.00",,
1322,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,245.00",228672468-003,FORKLIFT WHSE 20000-22499# PNEUMATIC,1,626,"2,004.00","4,245.00",. 00,68.6,"4,245.00",,
1323,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214958472-006,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,2,470,,
